assembly,type,type_decision,section,member_kind,member,member_decision
FunnySharp,FunnySharp.ParallelAsyncSequenceExtensions,keep,AD-6,method,"[ext] public static System.Threading.Tasks.ValueTask<FunnySharp.Result<System.Collections.Generic.IReadOnlyList<TResult>, TError>> TraverseParallelValueAsync<TSource, TResult, TError>(this System.Collections.Generic.IAsyncEnumerable<TSource> source, System.Int32 maxConcurrency, System.Func<TSource, System.Threading.Tasks.ValueTask<FunnySharp.Result<TResult, TError>>> selector, System.Threading.CancellationToken cancellationToken)",keep
FunnySharp,FunnySharp.ParallelAsyncSequenceExtensions,keep,AD-6,method,"[ext] public static System.Threading.Tasks.ValueTask<FunnySharp.Result<System.Collections.Generic.IReadOnlyList<TResult>, TError>> TraverseParallelValueAsync<TSource, TResult, TError>(this System.Collections.Generic.IAsyncEnumerable<TSource> source, System.Int32 maxConcurrency, System.Func<TSource, System.Threading.CancellationToken, System.Threading.Tasks.ValueTask<FunnySharp.Result<TResult, TError>>> selector, System.Threading.CancellationToken cancellationToken)",keep
FunnySharp,FunnySharp.ParallelAsyncSequenceExtensions,keep,AD-6,method,"[ext] public static System.Threading.Tasks.ValueTask<FunnySharp.Validation<System.Collections.Generic.IReadOnlyList<TResult>, TError>> TraverseParallelValueAsync<TSource, TResult, TError>(this System.Collections.Generic.IAsyncEnumerable<TSource> source, System.Int32 maxConcurrency, System.Func<TSource, System.Threading.Tasks.ValueTask<FunnySharp.Validation<TResult, TError>>> selector, System.Threading.CancellationToken cancellationToken)",keep
FunnySharp,FunnySharp.ParallelAsyncSequenceExtensions,keep,AD-6,method,"[ext] public static System.Threading.Tasks.ValueTask<FunnySharp.Validation<System.Collections.Generic.IReadOnlyList<TResult>, TError>> TraverseParallelValueAsync<TSource, TResult, TError>(this System.Collections.Generic.IAsyncEnumerable<TSource> source, System.Int32 maxConcurrency, System.Func<TSource, System.Threading.CancellationToken, System.Threading.Tasks.ValueTask<FunnySharp.Validation<TResult, TError>>> selector, System.Threading.CancellationToken cancellationToken)",keep
FunnySharp,FunnySharp.Result,keep,AD-2,method,"public static FunnySharp.Result<TValue, System.Exception> Try<TValue>(System.Func<TValue> operation)",keep
FunnySharp,FunnySharp.Result,keep,AD-2,method,"public static FunnySharp.Result<TValue, TError> Try<TValue, TError>(System.Func<TValue> operation, System.Func<System.Exception, TError> errorMapper)",keep
FunnySharp,FunnySharp.Result,keep,AD-2,method,"public static System.Threading.Tasks.Task<FunnySharp.Result<TValue, System.Exception>> TryAsync<TValue>(System.Func<System.Threading.Tasks.Task<TValue>> operation)",keep
FunnySharp,FunnySharp.Result,keep,AD-2,method,"public static System.Threading.Tasks.Task<FunnySharp.Result<TValue, TError>> TryAsync<TValue, TError>(System.Func<System.Threading.Tasks.Task<TValue>> operation, System.Func<System.Exception, TError> errorMapper)",keep
FunnySharp,FunnySharp.Result,keep,AD-2,method,"public static System.Threading.Tasks.ValueTask<FunnySharp.Result<TValue, System.Exception>> TryValueAsync<TValue>(System.Func<System.Threading.Tasks.ValueTask<TValue>> operation)",keep
FunnySharp,FunnySharp.Result,keep,AD-2,method,"public static System.Threading.Tasks.ValueTask<FunnySharp.Result<TValue, TError>> TryValueAsync<TValue, TError>(System.Func<System.Threading.Tasks.ValueTask<TValue>> operation, System.Func<System.Exception, TError> errorMapper)",keep
FunnySharp,FunnySharp.ResultExtensions,keep,AD-2,method,"[ext] public static System.Threading.Tasks.Task<FunnySharp.Result<TResult, TError>> BindAsync<TValue, TError, TResult>(this FunnySharp.Result<TValue, TError> result, System.Func<TValue, System.Threading.Tasks.Task<FunnySharp.Result<TResult, TError>>> binder)",keep
FunnySharp,FunnySharp.ResultExtensions,keep,AD-2,method,"[ext] public static System.Threading.Tasks.Task<FunnySharp.Result<TResult, TError>> BindAsync<TValue, TError, TResult>(this FunnySharp.Result<TValue, TError> result, System.Func<TValue, System.Threading.CancellationToken, System.Threading.Tasks.Task<FunnySharp.Result<TResult, TError>>> binder, System.Threading.CancellationToken cancellationToken)",keep
FunnySharp,FunnySharp.ResultExtensions,keep,AD-2,method,"[ext] public static System.Threading.Tasks.ValueTask<FunnySharp.Result<TResult, TError>> BindValueAsync<TValue, TError, TResult>(this FunnySharp.Result<TValue, TError> result, System.Func<TValue, System.Threading.Tasks.ValueTask<FunnySharp.Result<TResult, TError>>> binder)",keep
FunnySharp,FunnySharp.ResultExtensions,keep,AD-2,method,"[ext] public static System.Threading.Tasks.ValueTask<FunnySharp.Result<TResult, TError>> BindValueAsync<TValue, TError, TResult>(this FunnySharp.Result<TValue, TError> result, System.Func<TValue, System.Threading.CancellationToken, System.Threading.Tasks.ValueTask<FunnySharp.Result<TResult, TError>>> binder, System.Threading.CancellationToken cancellationToken)",keep
FunnySharp,FunnySharp.ResultExtensions,keep,AD-2,method,"[ext] public static System.Threading.Tasks.Task<FunnySharp.Result<TResult, TError>> MapAsync<TValue, TError, TResult>(this FunnySharp.Result<TValue, TError> result, System.Func<TValue, System.Threading.Tasks.Task<TResult>> selector)",keep
FunnySharp,FunnySharp.ResultExtensions,keep,AD-2,method,"[ext] public static System.Threading.Tasks.Task<FunnySharp.Result<TResult, TError>> MapAsync<TValue, TError, TResult>(this FunnySharp.Result<TValue, TError> result, System.Func<TValue, System.Threading.CancellationToken, System.Threading.Tasks.Task<TResult>> selector, System.Threading.CancellationToken cancellationToken)",keep
FunnySharp,FunnySharp.ResultExtensions,keep,AD-2,method,"[ext] public static System.Threading.Tasks.ValueTask<FunnySharp.Result<TResult, TError>> MapValueAsync<TValue, TError, TResult>(this FunnySharp.Result<TValue, TError> result, System.Func<TValue, System.Threading.Tasks.ValueTask<TResult>> selector)",keep
FunnySharp,FunnySharp.ResultExtensions,keep,AD-2,method,"[ext] public static System.Threading.Tasks.ValueTask<FunnySharp.Result<TResult, TError>> MapValueAsync<TValue, TError, TResult>(this FunnySharp.Result<TValue, TError> result, System.Func<TValue, System.Threading.CancellationToken, System.Threading.Tasks.ValueTask<TResult>> selector, System.Threading.CancellationToken cancellationToken)",keep
FunnySharp,FunnySharp.ResultExtensions,keep,AD-2,method,"[ext] public static FunnySharp.Option<TValue> ToOption<TValue, TError>(this FunnySharp.Result<TValue, TError> result)",keep
FunnySharp,FunnySharp.ResultExtensions,keep,AD-2,method,"[ext] public static FunnySharp.Result<TValue, TError> ToResult<TValue, TError>(this FunnySharp.Option<TValue> option, TError? error)",keep
FunnySharp,FunnySharp.ResultExtensions,keep,AD-2,method,"[ext] public static FunnySharp.Result<TValue, TError> ToResult<TValue, TError>(this FunnySharp.Option<TValue> option, System.Func<TError> errorFactory)",keep
FunnySharp,FunnySharp.Result`2,redesign,AD-2,property,public System.Boolean IsFailure { get; },redesign
FunnySharp,FunnySharp.Result`2,redesign,AD-2,property,public System.Boolean IsSuccess { get; },redesign
FunnySharp,FunnySharp.Result`2,redesign,AD-2,method,"public FunnySharp.Result<TResult, TError> Bind<TResult>(System.Func<TValue, FunnySharp.Result<TResult, TError>> binder)",redesign
FunnySharp,FunnySharp.Result`2,redesign,AD-2,method,"public FunnySharp.Result<TValue, TError> Ensure(System.Func<TValue, System.Boolean> predicate, TError? error)",redesign
FunnySharp,FunnySharp.Result`2,redesign,AD-2,method,"public FunnySharp.Result<TValue, TError> Ensure(System.Func<TValue, System.Boolean> predicate, System.Func<TValue, TError> errorFactory)",redesign
FunnySharp,FunnySharp.Result`2,redesign,AD-2,method,"public System.Boolean Equals(FunnySharp.Result<TValue, TError> other)",redesign
FunnySharp,FunnySharp.Result`2,redesign,AD-2,method,public System.Boolean Equals(System.Object? obj),redesign
FunnySharp,FunnySharp.Result`2,redesign,AD-2,method,"public static FunnySharp.Result<TValue, TError> Failure(TError? error)",redesign
FunnySharp,FunnySharp.Result`2,redesign,AD-2,method,public System.Int32 GetHashCode(),redesign
FunnySharp,FunnySharp.Result`2,redesign,AD-2,method,"public FunnySharp.Result<TResult, TError> Map<TResult>(System.Func<TValue, TResult> selector)",redesign
FunnySharp,FunnySharp.Result`2,redesign,AD-2,method,"public FunnySharp.Result<TValue, TResultError> MapError<TResultError>(System.Func<TError, TResultError> selector)",redesign
FunnySharp,FunnySharp.Result`2,redesign,AD-2,method,"public TResult Match<TResult>(System.Func<TValue, TResult> success, System.Func<TError, TResult> failure)",redesign
FunnySharp,FunnySharp.Result`2,redesign,AD-2,method,"public System.Void Match(System.Action<TValue> success, System.Action<TError> failure)",redesign
FunnySharp,FunnySharp.Result`2,redesign,AD-2,method,"public FunnySharp.Result<TValue, TError> Recover(System.Func<TError, TValue> recovery)",redesign
FunnySharp,FunnySharp.Result`2,redesign,AD-2,method,"public FunnySharp.Result<TValue, TError> RecoverWith(System.Func<TError, FunnySharp.Result<TValue, TError>> recovery)",redesign
FunnySharp,FunnySharp.Result`2,redesign,AD-2,method,"public FunnySharp.Result<TResult, TError> Select<TResult>(System.Func<TValue, TResult> selector)",redesign
FunnySharp,FunnySharp.Result`2,redesign,AD-2,method,"public FunnySharp.Result<TResult, TError> SelectMany<TIntermediate, TResult>(System.Func<TValue, FunnySharp.Result<TIntermediate, TError>> binder, System.Func<TValue, TIntermediate, TResult> projector)",redesign
FunnySharp,FunnySharp.Result`2,redesign,AD-2,method,"public static FunnySharp.Result<TValue, TError> Success(TValue? value)",redesign
FunnySharp,FunnySharp.Result`2,redesign,AD-2,method,public System.String ToString(),redesign
FunnySharp,FunnySharp.Result`2,redesign,AD-2,method,public System.Boolean TryGetError(out TError&? error),redesign
FunnySharp,FunnySharp.Result`2,redesign,AD-2,method,public System.Boolean TryGetValue(out TValue&? value),redesign
FunnySharp,FunnySharp.Result`2,redesign,AD-2,method,"public FunnySharp.Result<System.ValueTuple<TValue, TSecond>, TError> Zip<TSecond>(FunnySharp.Result<TSecond, TError> second)",redesign
FunnySharp,FunnySharp.Result`2,redesign,AD-2,method,"public FunnySharp.Result<System.ValueTuple<TValue, TSecond>, TError> ZipWith<TSecond>(System.Func<FunnySharp.Result<TSecond, TError>> secondFactory)",redesign
FunnySharp,FunnySharp.Result`2,redesign,AD-2,operator,"public static System.Boolean op_Equality(FunnySharp.Result<TValue, TError> left, FunnySharp.Result<TValue, TError> right)",redesign
FunnySharp,FunnySharp.Result`2,redesign,AD-2,operator,"public static System.Boolean op_Inequality(FunnySharp.Result<TValue, TError> left, FunnySharp.Result<TValue, TError> right)",redesign
FunnySharp,FunnySharp.SequenceExtensions,keep,AD-5,method,[ext] public static FunnySharp.Option<System.Collections.Generic.IReadOnlyList<TValue>> Sequence<TValue>(this System.Collections.Generic.IEnumerable<FunnySharp.Option<TValue>> source),keep
FunnySharp,FunnySharp.SequenceExtensions,keep,AD-5,method,"[ext] public static FunnySharp.Result<System.Collections.Generic.IReadOnlyList<TValue>, TError> Sequence<TValue, TError>(this System.Collections.Generic.IEnumerable<FunnySharp.Result<TValue, TError>> source)",keep
FunnySharp,FunnySharp.SequenceExtensions,keep,AD-5,method,"[ext] public static FunnySharp.Validation<System.Collections.Generic.IReadOnlyList<TValue>, TError> Sequence<TValue, TError>(this System.Collections.Generic.IEnumerable<FunnySharp.Validation<TValue, TError>> source)",keep
FunnySharp,FunnySharp.SequenceExtensions,keep,AD-5,method,"[ext] public static FunnySharp.Option<System.Collections.Generic.IReadOnlyList<TResult>> Traverse<TSource, TResult>(this System.Collections.Generic.IEnumerable<TSource> source, System.Func<TSource, FunnySharp.Option<TResult>> selector)",keep
FunnySharp,FunnySharp.SequenceExtensions,keep,AD-5,method,"[ext] public static FunnySharp.Result<System.Collections.Generic.IReadOnlyList<TResult>, TError> Traverse<TSource, TResult, TError>(this System.Collections.Generic.IEnumerable<TSource> source, System.Func<TSource, FunnySharp.Result<TResult, TError>> selector)",keep
FunnySharp,FunnySharp.SequenceExtensions,keep,AD-5,method,"[ext] public static FunnySharp.Validation<System.Collections.Generic.IReadOnlyList<TResult>, TError> Traverse<TSource, TResult, TError>(this System.Collections.Generic.IEnumerable<TSource> source, System.Func<TSource, FunnySharp.Validation<TResult, TError>> selector)",keep
FunnySharp,FunnySharp.SpanPipelineExtensions,keep,AD-5,method,"[ext] public static System.Span<TResult> ChooseTo<TSource, TResult>(this System.ReadOnlySpan<TSource> source, System.Span<TResult> destination, System.Func<TSource, FunnySharp.Option<TResult>> chooser)",keep
FunnySharp,FunnySharp.SpanPipelineExtensions,keep,AD-5,method,"[ext] public static System.Span<TResult> ChooseTo<TSource, TResult>(this System.Span<TSource> source, System.Span<TResult> destination, System.Func<TSource, FunnySharp.Option<TResult>> chooser)",keep
FunnySharp,FunnySharp.SpanPipelineExtensions,keep,AD-5,method,"[ext] public static System.Memory<TResult> ChooseTo<TSource, TResult>(this System.ReadOnlyMemory<TSource> source, System.Memory<TResult> destination, System.Func<TSource, FunnySharp.Option<TResult>> chooser)",keep
FunnySharp,FunnySharp.SpanPipelineExtensions,keep,AD-5,method,"[ext] public static System.Memory<TResult> ChooseTo<TSource, TResult>(this System.Memory<TSource> source, System.Memory<TResult> destination, System.Func<TSource, FunnySharp.Option<TResult>> chooser)",keep
FunnySharp,FunnySharp.SpanPipelineExtensions,keep,AD-5,method,"[ext] public static System.Span<T> SelectInPlace<T>(this System.Span<T> source, System.Func<T, T> selector)",keep
FunnySharp,FunnySharp.SpanPipelineExtensions,keep,AD-5,method,"[ext] public static System.Memory<T> SelectInPlace<T>(this System.Memory<T> source, System.Func<T, T> selector)",keep
FunnySharp,FunnySharp.SpanPipelineExtensions,keep,AD-5,method,"[ext] public static System.Span<TResult> SelectTo<TSource, TResult>(this System.ReadOnlySpan<TSource> source, System.Span<TResult> destination, System.Func<TSource, TResult> selector)",keep
FunnySharp,FunnySharp.SpanPipelineExtensions,keep,AD-5,method,"[ext] public static System.Span<TResult> SelectTo<TSource, TResult>(this System.Span<TSource> source, System.Span<TResult> destination, System.Func<TSource, TResult> selector)",keep
FunnySharp,FunnySharp.SpanPipelineExtensions,keep,AD-5,method,"[ext] public static System.Memory<TResult> SelectTo<TSource, TResult>(this System.ReadOnlyMemory<TSource> source, System.Memory<TResult> destination, System.Func<TSource, TResult> selector)",keep
FunnySharp,FunnySharp.SpanPipelineExtensions,keep,AD-5,method,"[ext] public static System.Memory<TResult> SelectTo<TSource, TResult>(this System.Memory<TSource> source, System.Memory<TResult> destination, System.Func<TSource, TResult> selector)",keep
FunnySharp,FunnySharp.SpanPipelineExtensions,keep,AD-5,method,"[ext] public static System.Span<T> WhereInPlace<T>(this System.Span<T> source, System.Func<T, System.Boolean> predicate)",keep
FunnySharp,FunnySharp.SpanPipelineExtensions,keep,AD-5,method,"[ext] public static System.Memory<T> WhereInPlace<T>(this System.Memory<T> source, System.Func<T, System.Boolean> predicate)",keep
FunnySharp,FunnySharp.SpanPipelineExtensions,keep,AD-5,method,"[ext] public static System.Span<T> WhereTo<T>(this System.ReadOnlySpan<T> source, System.Span<T> destination, System.Func<T, System.Boolean> predicate)",keep
FunnySharp,FunnySharp.SpanPipelineExtensions,keep,AD-5,method,"[ext] public static System.Span<T> WhereTo<T>(this System.Span<T> source, System.Span<T> destination, System.Func<T, System.Boolean> predicate)",keep
FunnySharp,FunnySharp.SpanPipelineExtensions,keep,AD-5,method,"[ext] public static System.Memory<T> WhereTo<T>(this System.ReadOnlyMemory<T> source, System.Memory<T> destination, System.Func<T, System.Boolean> predicate)",keep
FunnySharp,FunnySharp.SpanPipelineExtensions,keep,AD-5,method,"[ext] public static System.Memory<T> WhereTo<T>(this System.Memory<T> source, System.Memory<T> destination, System.Func<T, System.Boolean> predicate)",keep
FunnySharp,FunnySharp.StateChange`2,keep,AD-8,property,public System.Collections.Generic.IReadOnlyList<TOutput> Outputs { get; },keep
FunnySharp,FunnySharp.StateChange`2,keep,AD-8,property,public TState State { get; } (nullability: Nullable),keep
FunnySharp,FunnySharp.StateChange`2,keep,AD-8,method,"public System.Boolean Equals(FunnySharp.StateChange<TState, TOutput>? other)",keep
FunnySharp,FunnySharp.StateChange`2,keep,AD-8,method,public System.Boolean Equals(System.Object? obj),keep
FunnySharp,FunnySharp.StateChange`2,keep,AD-8,method,public System.Int32 GetHashCode(),keep
FunnySharp,FunnySharp.StateChange`2,keep,AD-8,method,"public static FunnySharp.StateChange<TState, TOutput> To(TState? state, params TOutput[] outputs)",keep
FunnySharp,FunnySharp.StateChange`2,keep,AD-8,method,public System.String ToString(),keep
FunnySharp,FunnySharp.StateMachineExtensions,keep,AD-8,method,"[ext] public static FunnySharp.StateMachine<TState, TEvent, TOutput, TError> OrElse<TState, TEvent, TOutput, TError>(this FunnySharp.StateMachine<TState, TEvent, TOutput, TError> machine, FunnySharp.StateMachine<TState, TEvent, TOutput, TError> fallback)",keep
FunnySharp,FunnySharp.StateMachineExtensions,keep,AD-8,method,"[ext] public static FunnySharp.TransitionResult<TState, TOutput, TError> Replay<TState, TEvent, TOutput, TError>(this FunnySharp.StateMachine<TState, TEvent, TOutput, TError> machine, TState? initialState, System.Collections.Generic.IEnumerable<TEvent> events)",keep
FunnySharp,FunnySharp.StateMachine`4,keep,AD-8,ctor,"public StateMachine`4(System.Object object, System.IntPtr method)",keep
FunnySharp,FunnySharp.StateMachine`4,keep,AD-8,delegate,"delegate FunnySharp.TransitionResult<TState, TOutput, TError> Invoke(TState? state, TEvent? event)",keep
FunnySharp,FunnySharp.StateMachine`4,keep,AD-8,method,"public System.IAsyncResult BeginInvoke(TState? state, TEvent? event, System.AsyncCallback callback, System.Object object)",keep
FunnySharp,FunnySharp.StateMachine`4,keep,AD-8,method,"public FunnySharp.TransitionResult<TState, TOutput, TError> EndInvoke(System.IAsyncResult result)",keep
FunnySharp,FunnySharp.StateTransitionExtensions,redesign,AD-8,method,"[ext] public static FunnySharp.StateTransition<TState, TOutput> Then<TState, TOutput>(this FunnySharp.StateTransition<TState, TOutput> first, FunnySharp.StateTransition<TState, TOutput> second)",redesign
FunnySharp,FunnySharp.StateTransition`2,keep,AD-8,ctor,"public StateTransition`2(System.Object object, System.IntPtr method)",keep
FunnySharp,FunnySharp.StateTransition`2,keep,AD-8,delegate,"delegate FunnySharp.StateChange<TState, TOutput> Invoke(TState? state)",keep
FunnySharp,FunnySharp.StateTransition`2,keep,AD-8,method,"public System.IAsyncResult BeginInvoke(TState? state, System.AsyncCallback callback, System.Object object)",keep
FunnySharp,FunnySharp.StateTransition`2,keep,AD-8,method,"public FunnySharp.StateChange<TState, TOutput> EndInvoke(System.IAsyncResult result)",keep
FunnySharp,FunnySharp.TransitionResult`3,keep,AD-8,property,public System.Boolean IsApplied { get; },keep
FunnySharp,FunnySharp.TransitionResult`3,keep,AD-8,property,public System.Boolean IsFailed { get; },keep
FunnySharp,FunnySharp.TransitionResult`3,keep,AD-8,property,public System.Boolean IsRejected { get; },keep
FunnySharp,FunnySharp.TransitionResult`3,keep,AD-8,property,public System.Boolean IsUndefined { get; },keep
FunnySharp,FunnySharp.TransitionResult`3,keep,AD-8,property,public FunnySharp.TransitionStatus Status { get; },keep
FunnySharp,FunnySharp.TransitionResult`3,keep,AD-8,method,"public static FunnySharp.TransitionResult<TState, TOutput, TError> Applied(FunnySharp.StateChange<TState, TOutput> change)",keep
FunnySharp,FunnySharp.TransitionResult`3,keep,AD-8,method,"public System.Boolean Equals(FunnySharp.TransitionResult<TState, TOutput, TError> other)",keep
FunnySharp,FunnySharp.TransitionResult`3,keep,AD-8,method,public System.Boolean Equals(System.Object? obj),keep
FunnySharp,FunnySharp.TransitionResult`3,keep,AD-8,method,"public static FunnySharp.TransitionResult<TState, TOutput, TError> Failed(TError? error)",keep
FunnySharp,FunnySharp.TransitionResult`3,keep,AD-8,method,public System.Int32 GetHashCode(),keep
FunnySharp,FunnySharp.TransitionResult`3,keep,AD-8,method,"public TResult Match<TResult>(System.Func<FunnySharp.StateChange<TState, TOutput>, TResult> applied, System.Func<TError, TResult> rejected, System.Func<TError, TResult> failed, System.Func<TResult> undefined)",keep
FunnySharp,FunnySharp.TransitionResult`3,keep,AD-8,method,"public static FunnySharp.TransitionResult<TState, TOutput, TError> Rejected(TError? error)",keep
FunnySharp,FunnySharp.TransitionResult`3,keep,AD-8,method,public System.String ToString(),keep
FunnySharp,FunnySharp.TransitionResult`3,keep,AD-8,method,"public System.Boolean TryGetChange(out FunnySharp.StateChange<TState, TOutput>&? change)",keep
FunnySharp,FunnySharp.TransitionResult`3,keep,AD-8,method,public System.Boolean TryGetError(out TError&? error),keep
FunnySharp,FunnySharp.TransitionResult`3,keep,AD-8,method,"public static FunnySharp.TransitionResult<TState, TOutput, TError> Undefined()",keep
FunnySharp,FunnySharp.TransitionResult`3,keep,AD-8,operator,"public static System.Boolean op_Equality(FunnySharp.TransitionResult<TState, TOutput, TError> left, FunnySharp.TransitionResult<TState, TOutput, TError> right)",keep
FunnySharp,FunnySharp.TransitionResult`3,keep,AD-8,operator,"public static System.Boolean op_Inequality(FunnySharp.TransitionResult<TState, TOutput, TError> left, FunnySharp.TransitionResult<TState, TOutput, TError> right)",keep
FunnySharp,FunnySharp.TransitionStatus,keep,AD-8,enum-value,Undefined = 0,keep
FunnySharp,FunnySharp.TransitionStatus,keep,AD-8,enum-value,Applied = 1,keep
FunnySharp,FunnySharp.TransitionStatus,keep,AD-8,enum-value,Rejected = 2,keep
FunnySharp,FunnySharp.TransitionStatus,keep,AD-8,enum-value,Failed = 3,keep
FunnySharp,FunnySharp.TryOperation`1,keep,AD-1,ctor,"public TryOperation`1(System.Object object, System.IntPtr method)",keep
FunnySharp,FunnySharp.TryOperation`1,keep,AD-1,delegate,delegate System.Boolean Invoke(out T&? value),keep
FunnySharp,FunnySharp.TryOperation`1,keep,AD-1,method,"public System.IAsyncResult BeginInvoke(out T&? value, System.AsyncCallback callback, System.Object object)",keep
FunnySharp,FunnySharp.TryOperation`1,keep,AD-1,method,"public System.Boolean EndInvoke(out T&? value, System.IAsyncResult result)",keep
FunnySharp,FunnySharp.ValidationExtensions,keep,AD-3,method,"[ext] public static FunnySharp.Validation<TResult, TError> Apply<TValue, TResult, TError>(this FunnySharp.Validation<System.Func<TValue, TResult>, TError> function, FunnySharp.Validation<TValue, TError> argument)",keep
FunnySharp,FunnySharp.Validation`2,redesign,AD-3,property,public System.Boolean IsInvalid { get; },redesign
FunnySharp,FunnySharp.Validation`2,redesign,AD-3,property,public System.Boolean IsValid { get; },redesign
FunnySharp,FunnySharp.Validation`2,redesign,AD-3,method,"public System.Boolean Equals(FunnySharp.Validation<TValue, TError> other)",redesign
FunnySharp,FunnySharp.Validation`2,redesign,AD-3,method,public System.Boolean Equals(System.Object? obj),redesign
FunnySharp,FunnySharp.Validation`2,redesign,AD-3,method,public System.Int32 GetHashCode(),redesign
FunnySharp,FunnySharp.Validation`2,redesign,AD-3,method,"public static FunnySharp.Validation<TValue, TError> Invalid(TError? error)",redesign
FunnySharp,FunnySharp.Validation`2,redesign,AD-3,method,"public static FunnySharp.Validation<TValue, TError> InvalidMany(System.Collections.Generic.IEnumerable<TError> errors)",redesign
FunnySharp,FunnySharp.Validation`2,redesign,AD-3,method,"public FunnySharp.Validation<TResult, TError> Map<TResult>(System.Func<TValue, TResult> selector)",redesign
FunnySharp,FunnySharp.Validation`2,redesign,AD-3,method,"public FunnySharp.Validation<TValue, TResultError> MapErrors<TResultError>(System.Func<TError, TResultError> selector)",redesign
FunnySharp,FunnySharp.Validation`2,redesign,AD-3,method,"public TResult Match<TResult>(System.Func<TValue, TResult> valid, System.Func<System.Collections.Generic.IReadOnlyList<TError>, TResult> invalid)",redesign
FunnySharp,FunnySharp.Validation`2,redesign,AD-3,method,"public System.Void Match(System.Action<TValue> valid, System.Action<System.Collections.Generic.IReadOnlyList<TError>> invalid)",redesign
FunnySharp,FunnySharp.Validation`2,redesign,AD-3,method,public System.String ToString(),redesign
FunnySharp,FunnySharp.Validation`2,redesign,AD-3,method,public System.Boolean TryGetErrors(out System.Collections.Generic.IReadOnlyList<TError>&? errors),redesign
FunnySharp,FunnySharp.Validation`2,redesign,AD-3,method,public System.Boolean TryGetValue(out TValue&? value),redesign
FunnySharp,FunnySharp.Validation`2,redesign,AD-3,method,"public static FunnySharp.Validation<TValue, TError> Valid(TValue? value)",redesign
FunnySharp,FunnySharp.Validation`2,redesign,AD-3,method,"public FunnySharp.Validation<System.ValueTuple<TValue, TSecond>, TError> Zip<TSecond>(FunnySharp.Validation<TSecond, TError> second)",redesign
FunnySharp,FunnySharp.Validation`2,redesign,AD-3,operator,"public static System.Boolean op_Equality(FunnySharp.Validation<TValue, TError> left, FunnySharp.Validation<TValue, TError> right)",redesign
FunnySharp,FunnySharp.Validation`2,redesign,AD-3,operator,"public static System.Boolean op_Inequality(FunnySharp.Validation<TValue, TError> left, FunnySharp.Validation<TValue, TError> right)",redesign
FunnySharp.AspNetCore,FunnySharp.AspNetCore.HttpResultExtensions,keep,AD-10,method,"[ext] public static Microsoft.AspNetCore.Http.IResult ToHttpResult<T>(this FunnySharp.Option<T> option, System.Func<Microsoft.AspNetCore.Mvc.ProblemDetails> none, System.Func<T, Microsoft.AspNetCore.Http.IResult>? some)",keep
FunnySharp.AspNetCore,FunnySharp.AspNetCore.HttpResultExtensions,keep,AD-10,method,"[ext] public static Microsoft.AspNetCore.Http.IResult ToHttpResult<TValue, TError>(this FunnySharp.Result<TValue, TError> result, System.Func<TError, Microsoft.AspNetCore.Mvc.ProblemDetails> failure, System.Func<TValue, Microsoft.AspNetCore.Http.IResult>? success)",keep
FunnySharp.AspNetCore,FunnySharp.AspNetCore.HttpResultExtensions,keep,AD-10,method,"[ext] public static Microsoft.AspNetCore.Http.IResult ToHttpResult<TValue, TError>(this FunnySharp.Validation<TValue, TError> validation, System.Func<System.Collections.Generic.IReadOnlyList<TError>, Microsoft.AspNetCore.Http.HttpValidationProblemDetails> invalid, System.Func<TValue, Microsoft.AspNetCore.Http.IResult>? valid)",keep
FunnySharp.AspNetCore,FunnySharp.AspNetCore.HttpResultExtensions,keep,AD-10,method,"[ext] public static System.Threading.Tasks.Task<Microsoft.AspNetCore.Http.IResult> ToHttpResultAsync<T>(this System.Threading.Tasks.Task<FunnySharp.Option<T>> option, System.Func<Microsoft.AspNetCore.Mvc.ProblemDetails> none, System.Func<T, Microsoft.AspNetCore.Http.IResult>? some)",keep
FunnySharp.AspNetCore,FunnySharp.AspNetCore.HttpResultExtensions,keep,AD-10,method,"[ext] public static System.Threading.Tasks.Task<Microsoft.AspNetCore.Http.IResult> ToHttpResultAsync<TValue, TError>(this System.Threading.Tasks.Task<FunnySharp.Result<TValue, TError>> result, System.Func<TError, Microsoft.AspNetCore.Mvc.ProblemDetails> failure, System.Func<TValue, Microsoft.AspNetCore.Http.IResult>? success)",keep
FunnySharp.AspNetCore,FunnySharp.AspNetCore.HttpResultExtensions,keep,AD-10,method,"[ext] public static System.Threading.Tasks.Task<Microsoft.AspNetCore.Http.IResult> ToHttpResultAsync<TValue, TError>(this System.Threading.Tasks.Task<FunnySharp.Validation<TValue, TError>> validation, System.Func<System.Collections.Generic.IReadOnlyList<TError>, Microsoft.AspNetCore.Http.HttpValidationProblemDetails> invalid, System.Func<TValue, Microsoft.AspNetCore.Http.IResult>? valid)",keep
FunnySharp.AspNetCore,FunnySharp.AspNetCore.HttpResultExtensions,keep,AD-10,method,"[ext] public static System.Threading.Tasks.ValueTask<Microsoft.AspNetCore.Http.IResult> ToHttpResultAsync<T>(this System.Threading.Tasks.ValueTask<FunnySharp.Option<T>> option, System.Func<Microsoft.AspNetCore.Mvc.ProblemDetails> none, System.Func<T, Microsoft.AspNetCore.Http.IResult>? some)",keep
